,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
842,"frozenset({'seller_privat', 'gearbox_manuell', 'fuelType_benzin'})","frozenset({'notRepairedDamage_nein', 'offerType_Angebot'})",0.4756,0.707,0.3458,0.7270815811606391,1.028403933749136,0.009550800000000026,1.0735808936825886
843,"frozenset({'offerType_Angebot', 'gearbox_manuell', 'fuelType_benzin'})","frozenset({'notRepairedDamage_nein', 'seller_privat'})",0.4756,0.707,0.3458,0.7270815811606391,1.028403933749136,0.009550800000000026,1.0735808936825886
844,"frozenset({'notRepairedDamage_nein', 'seller_privat', 'gearbox_manuell'})","frozenset({'offerType_Angebot', 'fuelType_benzin'})",0.5286,0.5964,0.3458,0.6541808550889141,1.0968827214770525,0.030542960000000008,1.1670840262582056
845,"frozenset({'notRepairedDamage_nein', 'offerType_Angebot', 'gearbox_manuell'})","frozenset({'seller_privat', 'fuelType_benzin'})",0.5286,0.5964,0.3458,0.6541808550889141,1.0968827214770525,0.030542960000000008,1.1670840262582056
846,"frozenset({'notRepairedDamage_nein', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell'})",0.4306,0.7394,0.3458,0.803065490013934,1.086104260229827,0.027414360000000026,1.3232825471698113
847,"frozenset({'gearbox_manuell', 'fuelType_benzin'})","frozenset({'notRepairedDamage_nein', 'offerType_Angebot', 'seller_privat'})",0.4756,0.707,0.3458,0.7270815811606391,1.028403933749136,0.009550800000000026,1.0735808936825886
848,"frozenset({'notRepairedDamage_nein', 'gearbox_manuell'})","frozenset({'offerType_Angebot', 'seller_privat', 'fuelType_benzin'})",0.5286,0.5964,0.3458,0.6541808550889141,1.0968827214770525,0.030542960000000008,1.1670840262582056
849,"frozenset({'seller_privat', 'nrOfPictures_0', 'gearbox_manuell', 'fuelType_benzin'})",frozenset({'offerType_Angebot'}),0.4756,1.0,0.4756,1.0,1.0,0.0,inf
850,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'gearbox_manuell', 'fuelType_benzin'})",frozenset({'seller_privat'}),0.4756,1.0,0.4756,1.0,1.0,0.0,inf
851,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'seller_privat', 'fuelType_benzin'})",frozenset({'gearbox_manuell'}),0.5964,0.7394,0.4756,0.7974513749161636,1.0785114618828289,0.034621840000000015,1.2866046357615892
852,"frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell', 'fuelType_benzin'})",frozenset({'nrOfPictures_0'}),0.4756,1.0,0.4756,1.0,1.0,0.0,inf
853,"frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0', 'gearbox_manuell'})",frozenset({'fuelType_benzin'}),0.7394,0.5964,0.4756,0.6432242358669192,1.0785114618828289,0.034621840000000015,1.1312427596664143
854,"frozenset({'nrOfPictures_0', 'gearbox_manuell', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'seller_privat'})",0.4756,1.0,0.4756,1.0,1.0,0.0,inf
855,"frozenset({'nrOfPictures_0', 'seller_privat', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'gearbox_manuell'})",0.5964,0.7394,0.4756,0.7974513749161636,1.0785114618828289,0.034621840000000015,1.2866046357615892
856,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'fuelType_benzin'})","frozenset({'seller_privat', 'gearbox_manuell'})",0.5964,0.7394,0.4756,0.7974513749161636,1.0785114618828289,0.034621840000000015,1.2866046357615892
857,"frozenset({'seller_privat', 'gearbox_manuell', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.4756,1.0,0.4756,1.0,1.0,0.0,inf
858,"frozenset({'offerType_Angebot', 'gearbox_manuell', 'fuelType_benzin'})","frozenset({'nrOfPictures_0', 'seller_privat'})",0.4756,1.0,0.4756,1.0,1.0,0.0,inf
859,"frozenset({'offerType_Angebot', 'seller_privat', 'fuelType_benzin'})","frozenset({'nrOfPictures_0', 'gearbox_manuell'})",0.5964,0.7394,0.4756,0.7974513749161636,1.0785114618828289,0.034621840000000015,1.2866046357615892
860,"frozenset({'seller_privat', 'nrOfPictures_0', 'gearbox_manuell'})","frozenset({'offerType_Angebot', 'fuelType_benzin'})",0.7394,0.5964,0.4756,0.6432242358669192,1.0785114618828289,0.034621840000000015,1.1312427596664143
861,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'gearbox_manuell'})","frozenset({'seller_privat', 'fuelType_benzin'})",0.7394,0.5964,0.4756,0.6432242358669192,1.0785114618828289,0.034621840000000015,1.1312427596664143
862,"frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell'})","frozenset({'nrOfPictures_0', 'fuelType_benzin'})",0.7394,0.5964,0.4756,0.6432242358669192,1.0785114618828289,0.034621840000000015,1.1312427596664143
863,"frozenset({'nrOfPictures_0', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell'})",0.5964,0.7394,0.4756,0.7974513749161636,1.0785114618828289,0.034621840000000015,1.2866046357615892
864,"frozenset({'gearbox_manuell', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'seller_privat'})",0.4756,1.0,0.4756,1.0,1.0,0.0,inf
865,"frozenset({'seller_privat', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'gearbox_manuell'})",0.5964,0.7394,0.4756,0.7974513749161636,1.0785114618828289,0.034621840000000015,1.2866046357615892
866,"frozenset({'offerType_Angebot', 'fuelType_benzin'})","frozenset({'seller_privat', 'nrOfPictures_0', 'gearbox_manuell'})",0.5964,0.7394,0.4756,0.7974513749161636,1.0785114618828289,0.034621840000000015,1.2866046357615892
867,"frozenset({'nrOfPictures_0', 'gearbox_manuell'})","frozenset({'offerType_Angebot', 'seller_privat', 'fuelType_benzin'})",0.7394,0.5964,0.4756,0.6432242358669192,1.0785114618828289,0.034621840000000015,1.1312427596664143
868,"frozenset({'seller_privat', 'gearbox_manuell'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'fuelType_benzin'})",0.7394,0.5964,0.4756,0.6432242358669192,1.0785114618828289,0.034621840000000015,1.1312427596664143
869,"frozenset({'offerType_Angebot', 'gearbox_manuell'})","frozenset({'nrOfPictures_0', 'seller_privat', 'fuelType_benzin'})",0.7394,0.5964,0.4756,0.6432242358669192,1.0785114618828289,0.034621840000000015,1.1312427596664143
870,frozenset({'fuelType_benzin'}),"frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0', 'gearbox_manuell'})",0.5964,0.7394,0.4756,0.7974513749161636,1.0785114618828289,0.034621840000000015,1.2866046357615892
871,frozenset({'gearbox_manuell'}),"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'seller_privat', 'fuelType_benzin'})",0.7394,0.5964,0.4756,0.6432242358669192,1.0785114618828289,0.034621840000000015,1.1312427596664143
872,"frozenset({'notRepairedDamage_nein', 'seller_privat', 'nrOfPictures_0', 'gearbox_manuell'})",frozenset({'offerType_Angebot'}),0.5286,1.0,0.5286,1.0,1.0,0.0,inf
873,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'offerType_Angebot', 'gearbox_manuell'})",frozenset({'seller_privat'}),0.5286,1.0,0.5286,1.0,1.0,0.0,inf
874,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'offerType_Angebot', 'seller_privat'})",frozenset({'gearbox_manuell'}),0.707,0.7394,0.5286,0.7476661951909477,1.0111795985812115,0.005844200000000077,1.0327589686098657
875,"frozenset({'notRepairedDamage_nein', 'seller_privat', 'offerType_Angebot', 'gearbox_manuell'})",frozenset({'nrOfPictures_0'}),0.5286,1.0,0.5286,1.0,1.0,0.0,inf
876,"frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0', 'gearbox_manuell'})",frozenset({'notRepairedDamage_nein'}),0.7394,0.707,0.5286,0.7149039761969164,1.0111795985812113,0.005844200000000077,1.027723908918406
877,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'gearbox_manuell'})","frozenset({'offerType_Angebot', 'seller_privat'})",0.5286,1.0,0.5286,1.0,1.0,0.0,inf
878,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'seller_privat'})","frozenset({'offerType_Angebot', 'gearbox_manuell'})",0.707,0.7394,0.5286,0.7476661951909477,1.0111795985812115,0.005844200000000077,1.0327589686098657
879,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'offerType_Angebot'})","frozenset({'seller_privat', 'gearbox_manuell'})",0.707,0.7394,0.5286,0.7476661951909477,1.0111795985812115,0.005844200000000077,1.0327589686098657
880,"frozenset({'notRepairedDamage_nein', 'seller_privat', 'gearbox_manuell'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.5286,1.0,0.5286,1.0,1.0,0.0,inf
881,"frozenset({'notRepairedDamage_nein', 'offerType_Angebot', 'gearbox_manuell'})","frozenset({'nrOfPictures_0', 'seller_privat'})",0.5286,1.0,0.5286,1.0,1.0,0.0,inf
882,"frozenset({'notRepairedDamage_nein', 'offerType_Angebot', 'seller_privat'})","frozenset({'nrOfPictures_0', 'gearbox_manuell'})",0.707,0.7394,0.5286,0.7476661951909477,1.0111795985812115,0.005844200000000077,1.0327589686098657
883,"frozenset({'seller_privat', 'nrOfPictures_0', 'gearbox_manuell'})","frozenset({'notRepairedDamage_nein', 'offerType_Angebot'})",0.7394,0.707,0.5286,0.7149039761969164,1.0111795985812113,0.005844200000000077,1.027723908918406
884,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'gearbox_manuell'})","frozenset({'notRepairedDamage_nein', 'seller_privat'})",0.7394,0.707,0.5286,0.7149039761969164,1.0111795985812113,0.005844200000000077,1.027723908918406
885,"frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell'})","frozenset({'notRepairedDamage_nein', 'nrOfPictures_0'})",0.7394,0.707,0.5286,0.7149039761969164,1.0111795985812113,0.005844200000000077,1.027723908918406
886,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0'})","frozenset({'offerType_Angebot', 'seller_privat', 'gearbox_manuell'})",0.707,0.7394,0.5286,0.7476661951909477,1.0111795985812115,0.005844200000000077,1.0327589686098657
887,"frozenset({'notRepairedDamage_nein', 'gearbox_manuell'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'seller_privat'})",0.5286,1.0,0.5286,1.0,1.0,0.0,inf
888,"frozenset({'notRepairedDamage_nein', 'seller_privat'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'gearbox_manuell'})",0.707,0.7394,0.5286,0.7476661951909477,1.0111795985812115,0.005844200000000077,1.0327589686098657
889,"frozenset({'notRepairedDamage_nein', 'offerType_Angebot'})","frozenset({'seller_privat', 'nrOfPictures_0', 'gearbox_manuell'})",0.707,0.7394,0.5286,0.7476661951909477,1.0111795985812115,0.005844200000000077,1.0327589686098657
890,"frozenset({'nrOfPictures_0', 'gearbox_manuell'})","frozenset({'notRepairedDamage_nein', 'offerType_Angebot', 'seller_privat'})",0.7394,0.707,0.5286,0.7149039761969164,1.0111795985812113,0.005844200000000077,1.027723908918406
891,"frozenset({'seller_privat', 'gearbox_manuell'})","frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'offerType_Angebot'})",0.7394,0.707,0.5286,0.7149039761969164,1.0111795985812113,0.005844200000000077,1.027723908918406
892,"frozenset({'offerType_Angebot', 'gearbox_manuell'})","frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'seller_privat'})",0.7394,0.707,0.5286,0.7149039761969164,1.0111795985812113,0.005844200000000077,1.027723908918406
893,frozenset({'notRepairedDamage_nein'}),"frozenset({'offerType_Angebot', 'seller_privat', 'nrOfPictures_0', 'gearbox_manuell'})",0.707,0.7394,0.5286,0.7476661951909477,1.0111795985812115,0.005844200000000077,1.0327589686098657
894,frozenset({'gearbox_manuell'}),"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'offerType_Angebot', 'seller_privat'})",0.7394,0.707,0.5286,0.7149039761969164,1.0111795985812113,0.005844200000000077,1.027723908918406
895,"frozenset({'nrOfPictures_0', 'kilometer_150000', 'seller_privat', 'fuelType_benzin'})",frozenset({'offerType_Angebot'}),0.3514,1.0,0.3514,1.0,1.0,0.0,inf
896,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'kilometer_150000', 'fuelType_benzin'})",frozenset({'seller_privat'}),0.3514,1.0,0.3514,1.0,1.0,0.0,inf
897,"frozenset({'offerType_Angebot', 'kilometer_150000', 'seller_privat', 'fuelType_benzin'})",frozenset({'nrOfPictures_0'}),0.3514,1.0,0.3514,1.0,1.0,0.0,inf
898,"frozenset({'nrOfPictures_0', 'kilometer_150000', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'seller_privat'})",0.3514,1.0,0.3514,1.0,1.0,0.0,inf
899,"frozenset({'kilometer_150000', 'seller_privat', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.3514,1.0,0.3514,1.0,1.0,0.0,inf
900,"frozenset({'offerType_Angebot', 'kilometer_150000', 'fuelType_benzin'})","frozenset({'nrOfPictures_0', 'seller_privat'})",0.3514,1.0,0.3514,1.0,1.0,0.0,inf
901,"frozenset({'kilometer_150000', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'seller_privat'})",0.3514,1.0,0.3514,1.0,1.0,0.0,inf
902,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'seller_privat', 'kilometer_150000'})",frozenset({'offerType_Angebot'}),0.4216,1.0,0.4216,1.0,1.0,0.0,inf
903,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'offerType_Angebot', 'kilometer_150000'})",frozenset({'seller_privat'}),0.4216,1.0,0.4216,1.0,1.0,0.0,inf
904,"frozenset({'notRepairedDamage_nein', 'offerType_Angebot', 'seller_privat', 'kilometer_150000'})",frozenset({'nrOfPictures_0'}),0.4216,1.0,0.4216,1.0,1.0,0.0,inf
905,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'seller_privat', 'kilometer_150000'})",frozenset({'notRepairedDamage_nein'}),0.64,0.707,0.4216,0.65875,0.9317538896746818,-0.03088000000000002,0.8586080586080586
906,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'seller_privat'})",0.4216,1.0,0.4216,1.0,1.0,0.0,inf
907,"frozenset({'notRepairedDamage_nein', 'seller_privat', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.4216,1.0,0.4216,1.0,1.0,0.0,inf
908,"frozenset({'notRepairedDamage_nein', 'offerType_Angebot', 'kilometer_150000'})","frozenset({'nrOfPictures_0', 'seller_privat'})",0.4216,1.0,0.4216,1.0,1.0,0.0,inf
909,"frozenset({'nrOfPictures_0', 'seller_privat', 'kilometer_150000'})","frozenset({'notRepairedDamage_nein', 'offerType_Angebot'})",0.64,0.707,0.4216,0.65875,0.9317538896746818,-0.03088000000000002,0.8586080586080586
910,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'kilometer_150000'})","frozenset({'notRepairedDamage_nein', 'seller_privat'})",0.64,0.707,0.4216,0.65875,0.9317538896746818,-0.03088000000000002,0.8586080586080586
911,"frozenset({'offerType_Angebot', 'seller_privat', 'kilometer_150000'})","frozenset({'notRepairedDamage_nein', 'nrOfPictures_0'})",0.64,0.707,0.4216,0.65875,0.9317538896746818,-0.03088000000000002,0.8586080586080586
912,"frozenset({'notRepairedDamage_nein', 'kilometer_150000'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'seller_privat'})",0.4216,1.0,0.4216,1.0,1.0,0.0,inf
913,"frozenset({'nrOfPictures_0', 'kilometer_150000'})","frozenset({'notRepairedDamage_nein', 'offerType_Angebot', 'seller_privat'})",0.64,0.707,0.4216,0.65875,0.9317538896746818,-0.03088000000000002,0.8586080586080586
914,"frozenset({'seller_privat', 'kilometer_150000'})","frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'offerType_Angebot'})",0.64,0.707,0.4216,0.65875,0.9317538896746818,-0.03088000000000002,0.8586080586080586
915,"frozenset({'offerType_Angebot', 'kilometer_150000'})","frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'seller_privat'})",0.64,0.707,0.4216,0.65875,0.9317538896746818,-0.03088000000000002,0.8586080586080586
916,frozenset({'kilometer_150000'}),"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'offerType_Angebot', 'seller_privat'})",0.64,0.707,0.4216,0.65875,0.9317538896746818,-0.03088000000000002,0.8586080586080586
917,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'seller_privat', 'fuelType_benzin'})",frozenset({'offerType_Angebot'}),0.4306,1.0,0.4306,1.0,1.0,0.0,inf
918,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'offerType_Angebot', 'fuelType_benzin'})",frozenset({'seller_privat'}),0.4306,1.0,0.4306,1.0,1.0,0.0,inf
919,"frozenset({'notRepairedDamage_nein', 'offerType_Angebot', 'seller_privat', 'fuelType_benzin'})",frozenset({'nrOfPictures_0'}),0.4306,1.0,0.4306,1.0,1.0,0.0,inf
920,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'seller_privat', 'fuelType_benzin'})",frozenset({'notRepairedDamage_nein'}),0.5964,0.707,0.4306,0.7219986586183769,1.0212145100684256,0.008945199999999986,1.0539517490952954
921,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'offerType_Angebot', 'seller_privat'})",frozenset({'fuelType_benzin'}),0.707,0.5964,0.4306,0.609052333804809,1.0212145100684256,0.008945199999999986,1.0323632416787263
922,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'seller_privat'})",0.4306,1.0,0.4306,1.0,1.0,0.0,inf
923,"frozenset({'notRepairedDamage_nein', 'seller_privat', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'nrOfPictures_0'})",0.4306,1.0,0.4306,1.0,1.0,0.0,inf
924,"frozenset({'notRepairedDamage_nein', 'offerType_Angebot', 'fuelType_benzin'})","frozenset({'nrOfPictures_0', 'seller_privat'})",0.4306,1.0,0.4306,1.0,1.0,0.0,inf
925,"frozenset({'nrOfPictures_0', 'seller_privat', 'fuelType_benzin'})","frozenset({'notRepairedDamage_nein', 'offerType_Angebot'})",0.5964,0.707,0.4306,0.7219986586183769,1.0212145100684256,0.008945199999999986,1.0539517490952954
926,"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'fuelType_benzin'})","frozenset({'notRepairedDamage_nein', 'seller_privat'})",0.5964,0.707,0.4306,0.7219986586183769,1.0212145100684256,0.008945199999999986,1.0539517490952954
927,"frozenset({'offerType_Angebot', 'seller_privat', 'fuelType_benzin'})","frozenset({'notRepairedDamage_nein', 'nrOfPictures_0'})",0.5964,0.707,0.4306,0.7219986586183769,1.0212145100684256,0.008945199999999986,1.0539517490952954
928,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'seller_privat'})","frozenset({'offerType_Angebot', 'fuelType_benzin'})",0.707,0.5964,0.4306,0.609052333804809,1.0212145100684256,0.008945199999999986,1.0323632416787263
929,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'offerType_Angebot'})","frozenset({'seller_privat', 'fuelType_benzin'})",0.707,0.5964,0.4306,0.609052333804809,1.0212145100684256,0.008945199999999986,1.0323632416787263
930,"frozenset({'notRepairedDamage_nein', 'offerType_Angebot', 'seller_privat'})","frozenset({'nrOfPictures_0', 'fuelType_benzin'})",0.707,0.5964,0.4306,0.609052333804809,1.0212145100684256,0.008945199999999986,1.0323632416787263
931,"frozenset({'notRepairedDamage_nein', 'fuelType_benzin'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'seller_privat'})",0.4306,1.0,0.4306,1.0,1.0,0.0,inf
932,"frozenset({'nrOfPictures_0', 'fuelType_benzin'})","frozenset({'notRepairedDamage_nein', 'offerType_Angebot', 'seller_privat'})",0.5964,0.707,0.4306,0.7219986586183769,1.0212145100684256,0.008945199999999986,1.0539517490952954
933,"frozenset({'seller_privat', 'fuelType_benzin'})","frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'offerType_Angebot'})",0.5964,0.707,0.4306,0.7219986586183769,1.0212145100684256,0.008945199999999986,1.0539517490952954
934,"frozenset({'offerType_Angebot', 'fuelType_benzin'})","frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'seller_privat'})",0.5964,0.707,0.4306,0.7219986586183769,1.0212145100684256,0.008945199999999986,1.0539517490952954
935,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0'})","frozenset({'offerType_Angebot', 'seller_privat', 'fuelType_benzin'})",0.707,0.5964,0.4306,0.609052333804809,1.0212145100684256,0.008945199999999986,1.0323632416787263
936,"frozenset({'notRepairedDamage_nein', 'seller_privat'})","frozenset({'offerType_Angebot', 'nrOfPictures_0', 'fuelType_benzin'})",0.707,0.5964,0.4306,0.609052333804809,1.0212145100684256,0.008945199999999986,1.0323632416787263
937,"frozenset({'notRepairedDamage_nein', 'offerType_Angebot'})","frozenset({'nrOfPictures_0', 'seller_privat', 'fuelType_benzin'})",0.707,0.5964,0.4306,0.609052333804809,1.0212145100684256,0.008945199999999986,1.0323632416787263
938,frozenset({'fuelType_benzin'}),"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'offerType_Angebot', 'seller_privat'})",0.5964,0.707,0.4306,0.7219986586183769,1.0212145100684256,0.008945199999999986,1.0539517490952954
939,frozenset({'notRepairedDamage_nein'}),"frozenset({'offerType_Angebot', 'nrOfPictures_0', 'seller_privat', 'fuelType_benzin'})",0.707,0.5964,0.4306,0.609052333804809,1.0212145100684256,0.008945199999999986,1.0323632416787263
940,"frozenset({'seller_privat', 'nrOfPictures_0', 'gearbox_manuell', 'kilometer_150000'})",frozenset({'notRepairedDamage_nein'}),0.4796,0.707,0.3172,0.6613844870725604,0.9354801797348803,-0.02187720000000004,0.8652881773399014
941,"frozenset({'notRepairedDamage_nein', 'seller_privat', 'nrOfPictures_0', 'gearbox_manuell'})",frozenset({'kilometer_150000'}),0.5286,0.64,0.3172,0.6000756715853197,0.937618236852062,-0.02110400000000001,0.900170293282876
942,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'gearbox_manuell', 'kilometer_150000'})",frozenset({'seller_privat'}),0.3172,1.0,0.3172,1.0,1.0,0.0,inf
943,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'seller_privat', 'kilometer_150000'})",frozenset({'gearbox_manuell'}),0.4216,0.7394,0.3172,0.7523719165085389,1.0175438416398956,0.005468960000000023,1.052384674329502
944,"frozenset({'notRepairedDamage_nein', 'seller_privat', 'gearbox_manuell', 'kilometer_150000'})",frozenset({'nrOfPictures_0'}),0.3172,1.0,0.3172,1.0,1.0,0.0,inf
945,"frozenset({'nrOfPictures_0', 'gearbox_manuell', 'kilometer_150000'})","frozenset({'notRepairedDamage_nein', 'seller_privat'})",0.4796,0.707,0.3172,0.6613844870725604,0.9354801797348803,-0.02187720000000004,0.8652881773399014
946,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'gearbox_manuell'})","frozenset({'seller_privat', 'kilometer_150000'})",0.5286,0.64,0.3172,0.6000756715853197,0.937618236852062,-0.02110400000000001,0.900170293282876
947,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'kilometer_150000'})","frozenset({'seller_privat', 'gearbox_manuell'})",0.4216,0.7394,0.3172,0.7523719165085389,1.0175438416398956,0.005468960000000023,1.052384674329502
948,"frozenset({'seller_privat', 'gearbox_manuell', 'kilometer_150000'})","frozenset({'notRepairedDamage_nein', 'nrOfPictures_0'})",0.4796,0.707,0.3172,0.6613844870725604,0.9354801797348803,-0.02187720000000004,0.8652881773399014
949,"frozenset({'notRepairedDamage_nein', 'seller_privat', 'gearbox_manuell'})","frozenset({'nrOfPictures_0', 'kilometer_150000'})",0.5286,0.64,0.3172,0.6000756715853197,0.937618236852062,-0.02110400000000001,0.900170293282876
950,"frozenset({'notRepairedDamage_nein', 'gearbox_manuell', 'kilometer_150000'})","frozenset({'nrOfPictures_0', 'seller_privat'})",0.3172,1.0,0.3172,1.0,1.0,0.0,inf
951,"frozenset({'notRepairedDamage_nein', 'seller_privat', 'kilometer_150000'})","frozenset({'nrOfPictures_0', 'gearbox_manuell'})",0.4216,0.7394,0.3172,0.7523719165085389,1.0175438416398956,0.005468960000000023,1.052384674329502
952,"frozenset({'gearbox_manuell', 'kilometer_150000'})","frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'seller_privat'})",0.4796,0.707,0.3172,0.6613844870725604,0.9354801797348803,-0.02187720000000004,0.8652881773399014
953,"frozenset({'notRepairedDamage_nein', 'gearbox_manuell'})","frozenset({'nrOfPictures_0', 'seller_privat', 'kilometer_150000'})",0.5286,0.64,0.3172,0.6000756715853197,0.937618236852062,-0.02110400000000001,0.900170293282876
954,"frozenset({'notRepairedDamage_nein', 'kilometer_150000'})","frozenset({'seller_privat', 'nrOfPictures_0', 'gearbox_manuell'})",0.4216,0.7394,0.3172,0.7523719165085389,1.0175438416398956,0.005468960000000023,1.052384674329502
955,"frozenset({'seller_privat', 'nrOfPictures_0', 'gearbox_manuell', 'fuelType_benzin'})",frozenset({'notRepairedDamage_nein'}),0.4756,0.707,0.3458,0.7270815811606391,1.028403933749136,0.009550800000000026,1.0735808936825886
956,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'gearbox_manuell', 'fuelType_benzin'})",frozenset({'seller_privat'}),0.3458,1.0,0.3458,1.0,1.0,0.0,inf
957,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'seller_privat', 'fuelType_benzin'})",frozenset({'gearbox_manuell'}),0.4306,0.7394,0.3458,0.803065490013934,1.086104260229827,0.027414360000000026,1.3232825471698113
958,"frozenset({'notRepairedDamage_nein', 'seller_privat', 'gearbox_manuell', 'fuelType_benzin'})",frozenset({'nrOfPictures_0'}),0.3458,1.0,0.3458,1.0,1.0,0.0,inf
959,"frozenset({'notRepairedDamage_nein', 'seller_privat', 'nrOfPictures_0', 'gearbox_manuell'})",frozenset({'fuelType_benzin'}),0.5286,0.5964,0.3458,0.6541808550889141,1.0968827214770525,0.030542960000000008,1.1670840262582056
960,"frozenset({'nrOfPictures_0', 'gearbox_manuell', 'fuelType_benzin'})","frozenset({'notRepairedDamage_nein', 'seller_privat'})",0.4756,0.707,0.3458,0.7270815811606391,1.028403933749136,0.009550800000000026,1.0735808936825886
961,"frozenset({'notRepairedDamage_nein', 'nrOfPictures_0', 'fuelType_benzin'})","frozenset({'seller_privat', 'gearbox_manuell'})",0.4306,0.7394,0.3458,0.803065490013934,1.086104260229827,0.027414360000000026,1.3232825471698113
962,"frozenset({'seller_privat', 'gearbox_manuell', 'fuelType_benzin'})","frozenset({'notRepairedDamage_nein', 'nrOfPictures_0'})",0.4756,0.707,0.3458,0.7270815811606391,1.028403933749136,0.009550800000000026,1.0735808936825886
963,"frozenset({'notRepairedDamage_nein', 'gearbox_manuell', 'fuelType_benzin'})","frozenset({'nrOfPictures_0', 'seller_privat'})",0.3458,1.0,0.3458,1.0,1.0,0.0,inf
964,"frozenset({'notRepairedDamage_nein', 'seller_privat', 'fuelType_benzin'})","frozenset({'nrOfPictures_0', 'gearbox_manuell'})",0.4306,0.7394,0.3458,0.803065490013934,1.086104260229827,0.027414360000000026,1.3232825471698113
